symbol,timeframe,trades,longs,long_wr,shorts,short_wr,wr_fee,wr_nofee,wr_delta,net,fee,gross,profit_factor,sharpe,max_dd_pct,max_win_streak,max_lose_streak,tp,sl,cut,rev,filtered
SUPER,M15,419,242,46.28,177,46.33,46.3,49.4,3.1,491.5208,325.4515,816.9723,1.5322,1.5626,0.7163,7,8,19,400,0,0,735
KAVA,M15,255,107,42.06,148,50.68,47.06,52.94,5.88,488.3087,195.73,684.0387,2.1738,1.5824,0.5845,10,8,7,248,0,0,925
SUSHI,M15,361,177,43.5,184,42.93,43.21,47.92,4.71,485.638,276.0009,761.6389,1.6645,1.5344,0.582,9,13,19,342,0,0,795
THETA,M15,344,182,45.6,162,50.62,47.97,54.36,6.4,485.5268,263.5361,749.0629,1.8016,2.0942,0.5186,6,10,21,323,0,0,776
EGLD,M15,274,121,42.98,153,45.75,44.53,46.72,2.19,482.4496,214.8655,697.3152,2.014,1.5723,0.4238,5,9,7,267,0,0,864
STG,M15,250,120,44.17,130,47.69,46.0,52.8,6.8,480.2466,191.3951,671.6416,2.1611,1.8204,0.3188,6,8,14,236,0,0,864
SAPIEN,M15,157,86,47.67,71,42.25,45.22,47.77,2.55,480.0191,123.3716,603.3906,2.1081,1.3085,0.7112,5,8,9,148,0,0,231
COLLECT,M15,116,56,32.14,60,53.33,43.1,47.41,4.31,476.2969,86.6909,562.9878,2.0618,1.4028,1.1004,7,9,10,106,0,0,76
ZBT,M15,112,67,58.21,45,42.22,51.79,56.25,4.46,474.0401,86.3591,560.3991,3.1484,1.6282,0.2427,8,5,5,107,0,0,158
RONIN,M15,257,128,42.97,129,55.04,49.03,52.14,3.11,472.1044,197.3248,669.4292,2.1268,2.1366,0.2946,6,7,18,239,0,0,759
ZRX,M15,312,157,41.4,155,47.1,44.23,51.28,7.05,471.4336,245.0026,716.4362,1.8515,1.9471,0.5679,8,10,24,288,0,0,828
FIL,M15,274,121,44.63,153,45.1,44.89,51.82,6.93,471.3374,210.0156,681.353,1.9234,1.8125,0.4607,9,7,15,259,0,0,843
WAXP,M15,230,103,41.75,127,44.88,43.48,49.57,6.09,467.3641,178.1138,645.4779,2.1363,1.1667,0.3346,5,6,11,219,0,0,927
ESPORTS,M15,189,98,47.96,91,36.26,42.33,48.15,5.82,466.0983,145.1538,611.2521,1.8998,1.1446,0.6319,4,10,5,184,0,0,245
LTC,M15,202,100,53.0,102,45.1,49.01,53.47,4.46,464.7659,156.6352,621.4011,2.5898,2.1582,0.2257,8,5,12,190,0,0,956
MITO,M15,138,66,45.45,72,44.44,44.93,47.1,2.17,464.0058,102.892,566.8978,2.4071,1.3527,1.0023,5,7,7,131,0,0,236
KAITO,M15,204,109,48.62,95,51.58,50.0,54.41,4.41,463.8222,155.4999,619.3221,2.2778,1.8626,0.3344,13,7,7,197,0,0,389
MEW,M15,333,167,44.91,166,51.2,48.05,51.95,3.9,463.5363,249.3644,712.9007,1.5939,1.5365,0.8596,8,7,28,304,1,0,552
GUN,M15,226,119,45.38,107,42.99,44.25,46.46,2.21,457.138,175.1147,632.2527,1.7948,1.5663,0.734,5,7,13,213,0,0,294
TIA,M15,439,226,45.13,213,38.5,41.91,46.24,4.33,455.6175,343.3332,798.9507,1.4922,1.5281,1.3896,7,8,20,419,0,0,712
TON,M15,187,78,33.33,109,47.71,41.71,48.66,6.95,455.3373,143.1231,598.4605,2.4073,1.2734,0.3516,5,8,6,181,0,0,914
ZIL,M15,247,123,38.21,124,53.23,45.75,52.23,6.48,455.152,188.5139,643.6659,2.1773,1.6916,0.3397,5,9,11,236,0,0,876
GALA,M15,375,202,38.12,173,48.55,42.93,48.8,5.87,453.0763,297.6874,750.7637,1.5461,1.4088,1.1117,7,7,13,362,0,0,770
ADA,M15,267,130,53.08,137,46.72,49.81,54.68,4.87,451.2191,203.1357,654.3547,2.1867,2.0982,0.3897,6,6,10,257,0,0,837
VVV,M15,271,141,51.06,130,35.38,43.54,47.23,3.69,450.1447,201.932,652.0767,1.6177,1.2205,1.6774,6,16,15,256,0,0,327
AERGO,M15,102,54,59.26,48,33.33,47.06,48.04,0.98,449.8191,76.3165,526.1356,3.5696,1.7484,0.3217,3,10,3,99,0,0,463
AVA,M15,214,106,40.57,108,41.67,41.12,46.73,5.61,448.593,168.8577,617.4507,2.0478,1.0569,0.3814,3,6,10,204,0,0,486
NEWT,M15,128,70,60.0,58,56.9,58.59,63.28,4.69,445.6663,97.8227,543.4889,3.0449,1.7232,0.2604,8,9,8,120,0,0,309
VTHO,M15,135,63,49.21,72,55.56,52.59,58.52,5.93,443.9058,103.2653,547.1711,3.1168,1.2838,0.3942,7,8,9,126,0,0,475
BLUR,M15,364,177,40.11,187,46.52,43.41,50.27,6.87,438.6763,274.1557,712.832,1.6343,1.7098,0.5089,5,11,28,336,0,0,790
WAL,M15,177,89,51.69,88,46.59,49.15,52.54,3.39,438.406,132.4263,570.8323,2.5268,1.72,0.2826,9,7,15,162,0,0,379
RECALL,M15,110,50,50.0,60,28.33,38.18,40.91,2.73,438.0182,85.132,523.1503,2.4803,1.1932,0.3308,4,7,3,107,0,0,182
CLO,M15,136,70,51.43,66,39.39,45.59,50.74,5.15,435.3235,103.3006,538.624,1.9504,1.4605,0.586,5,7,9,127,0,0,141
G,M15,199,85,47.06,114,48.25,47.74,53.77,6.03,435.0022,148.9113,583.9135,2.4136,1.9005,0.2097,6,7,13,186,0,0,615
ETHW,M15,312,139,44.6,173,45.09,44.87,50.64,5.77,433.6318,236.12,669.7518,1.7046,1.6447,0.771,5,8,13,299,0,0,893
MEGA,M15,45,26,57.69,19,63.16,60.0,66.67,6.67,431.9509,34.2978,466.2488,6.2165,1.3765,0.1775,4,3,5,40,0,0,131
IOTA,M15,290,140,43.57,150,45.33,44.48,51.03,6.55,431.1121,225.6174,656.7295,1.7851,1.5474,0.5683,8,8,13,277,0,0,843
ARB,M15,299,159,43.4,140,48.57,45.82,49.83,4.01,430.7825,226.717,657.4995,1.8779,1.797,0.4631,6,9,15,284,0,0,830
HIVE,M15,125,61,55.74,64,42.19,48.8,57.6,8.8,429.4078,93.8459,523.2537,3.149,1.6013,0.2841,4,7,7,118,0,0,563
SANTOS,M15,170,92,48.91,78,48.72,48.82,55.29,6.47,428.4817,129.2481,557.7299,2.343,1.838,0.5266,5,6,6,164,0,0,672
ETH,M15,158,62,53.23,96,56.25,55.06,63.29,8.23,427.4544,119.9657,547.4202,3.823,2.0093,0.1448,7,6,8,150,0,0,973
1000CHEEMS,M15,235,141,52.48,94,44.68,49.36,52.34,2.98,424.4975,180.4363,604.9338,1.8027,1.6301,0.4275,11,8,14,221,0,0,473
MUBARAK,M15,232,109,43.12,123,42.28,42.67,47.41,4.74,424.354,177.884,602.238,1.6662,1.4706,0.5197,6,8,11,221,0,0,359
ENJ,M15,340,167,41.92,173,42.77,42.35,48.24,5.88,424.1012,256.6995,680.8007,1.6703,1.5476,0.9683,6,8,13,327,0,0,795
FOLKS,M15,108,61,42.62,47,38.3,40.74,43.52,2.78,422.8981,83.8476,506.7457,2.0228,0.8451,0.7774,6,7,4,104,0,0,162
KNC,M15,240,118,47.46,122,49.18,48.33,54.58,6.25,421.2704,180.3827,601.6531,2.1271,1.9686,0.2659,8,9,14,226,0,0,934
FLOCK,M15,153,86,47.67,67,41.79,45.1,48.37,3.27,420.9484,114.9913,535.9397,2.1877,0.905,0.6179,5,10,5,148,0,0,208
SOL,M15,248,118,43.22,130,51.54,47.58,55.65,8.06,418.8814,187.7411,606.6225,2.1581,2.1926,0.4995,8,7,10,238,0,0,906
DASH,M15,263,136,47.79,127,46.46,47.15,50.57,3.42,416.5453,202.0414,618.5867,1.6746,1.5041,0.7185,5,10,12,251,0,0,891
CGPT,M15,219,107,46.73,112,42.86,44.75,49.32,4.57,413.7994,166.5578,580.3572,1.8818,1.4083,0.3625,6,10,10,209,0,0,413
TRIA,M15,98,49,57.14,49,53.06,55.1,59.18,4.08,413.2021,75.4035,488.6056,2.5987,1.8194,0.6156,6,9,3,95,0,0,46
HEI,M15,191,106,42.45,85,48.24,45.03,50.79,5.76,409.85,147.725,557.5751,1.7701,0.7786,1.4361,8,12,8,182,1,0,482
SONIC,M15,186,87,55.17,99,39.39,46.77,53.23,6.45,409.6406,138.5242,548.1648,2.1556,1.7142,0.4883,7,6,10,176,0,0,464
CROSS,M15,137,76,46.05,61,44.26,45.26,54.01,8.76,406.8754,101.8998,508.7752,2.2182,1.5159,0.671,8,9,5,132,0,0,295
SHELL,M15,273,138,50.0,135,35.56,42.86,48.35,5.49,404.6679,207.5847,612.2526,1.6132,1.3589,0.5597,5,7,20,253,0,0,349
XVS,M15,266,121,44.63,145,46.21,45.49,50.0,4.51,404.3431,199.0229,603.366,1.8259,1.6892,0.4526,11,8,13,253,0,0,929
BCH,M15,231,128,43.75,103,47.57,45.45,51.52,6.06,404.3005,178.0939,582.3944,2.2003,2.0272,0.4399,7,8,6,225,0,0,908
我踏马来了,M15,90,48,43.75,42,40.48,42.22,43.33,1.11,402.0916,70.3918,472.4835,2.1339,1.1141,0.418,4,7,4,86,0,0,93
CARV,M15,98,56,57.14,42,54.76,56.12,60.2,4.08,400.5031,74.38,474.8831,4.0975,2.043,0.2303,5,6,9,89,0,0,277
PUMPBTC,M15,151,74,43.24,77,42.86,43.05,47.02,3.97,400.0407,114.7148,514.7555,1.9822,1.348,0.5804,5,6,7,144,0,0,309
FLOW,M15,282,146,37.67,136,44.85,41.13,51.42,10.28,398.1486,216.6566,614.8052,1.6455,1.1512,1.1778,6,11,13,269,0,0,829
PLUME,M15,199,108,55.56,91,47.25,51.76,54.77,3.02,397.9717,152.5964,550.5682,2.0756,1.9805,0.4826,8,11,10,189,0,0,379
ILV,M15,333,159,40.88,174,43.68,42.34,47.75,5.41,396.2188,249.0842,645.3031,1.597,1.3451,0.6532,9,9,21,312,0,0,777
AERO,M15,269,142,47.18,127,43.31,45.35,50.56,5.2,395.6415,204.1344,599.7759,1.7678,1.6373,0.4005,7,8,20,249,0,0,379
XRP,M15,152,73,50.68,79,59.49,55.26,57.24,1.97,392.8863,116.4544,509.3407,2.5309,1.9758,0.2666,6,7,6,146,0,0,916
DOOD,M15,172,94,52.13,78,41.03,47.09,50.0,2.91,390.1682,130.1657,520.3339,2.0515,1.602,0.2699,5,6,8,164,0,0,312
RPL,M15,254,130,42.31,124,47.58,44.88,49.21,4.33,386.9905,190.5155,577.5061,1.7574,1.5729,0.4843,5,6,10,244,0,0,561
SXT,M15,162,84,50.0,78,42.31,46.3,53.7,7.41,384.8129,123.6769,508.4898,2.2945,1.5232,0.2386,7,6,8,154,0,0,343
ENSO,M15,102,59,50.85,43,53.49,51.96,54.9,2.94,383.7904,77.0101,460.8005,2.5959,1.5902,0.3229,9,5,4,98,0,0,190
SCR,M15,269,135,51.11,134,42.54,46.84,51.67,4.83,382.223,200.286,582.509,1.6859,1.4706,0.3765,7,8,13,256,0,0,493
PROM,M15,142,73,47.95,69,47.83,47.89,52.11,4.23,380.9622,104.6784,485.6406,2.2583,1.463,0.4547,7,8,13,129,0,0,570
MMT,M15,70,37,56.76,33,51.52,54.29,55.71,1.43,379.4343,53.5577,432.992,3.7239,1.2241,0.219,5,4,3,67,0,0,198
LDO,M15,419,222,39.64,197,44.16,41.77,46.54,4.77,379.2695,316.8676,696.1371,1.4313,1.4382,0.6601,10,13,25,394,0,0,722
BABY,M15,159,86,43.02,73,52.05,47.17,57.23,10.06,376.5999,118.7385,495.3385,2.2817,1.6678,0.5192,10,9,9,150,0,0,399
EDEN,M15,151,77,45.45,74,55.41,50.33,52.32,1.99,373.3073,112.1782,485.4856,1.9494,1.375,0.6187,9,5,9,142,0,0,195
FLUX,M15,222,115,45.22,107,46.73,45.95,52.25,6.31,371.9138,164.5246,536.4384,1.9588,1.6404,0.3481,5,8,16,206,0,0,609
HEMI,M15,146,77,53.25,69,36.23,45.21,47.95,2.74,371.7694,108.9374,480.7068,1.8761,1.2727,0.808,5,6,8,138,0,0,192
APR,M15,138,73,49.32,65,44.62,47.1,48.55,1.45,370.4168,103.2764,473.6932,1.9695,1.45,0.3921,4,8,4,134,0,0,157
AT,M15,72,36,61.11,36,52.78,56.94,62.5,5.56,368.841,55.5161,424.3571,3.4044,1.4842,0.2512,6,3,4,68,0,0,249
BEAT,M15,170,87,48.28,83,42.17,45.29,45.29,0.0,368.0205,126.1696,494.1901,1.4623,0.9181,1.5463,6,8,13,156,1,0,94
QNT,M15,237,134,44.78,103,49.51,46.84,55.27,8.44,364.4253,179.0611,543.4864,1.9835,1.5602,0.3774,5,7,14,223,0,0,995
S,M15,185,102,49.02,83,46.99,48.11,51.89,3.78,363.9658,136.181,500.1468,2.109,1.579,0.5446,5,9,14,171,0,0,406
1000SHIB,M15,228,113,50.44,115,47.83,49.12,53.07,3.95,360.102,172.3364,532.4384,1.92,1.763,0.3575,8,6,8,220,0,0,906
SIGN,M15,103,53,47.17,50,46.0,46.6,58.25,11.65,360.069,76.8074,436.8763,3.1801,1.2365,0.2549,6,6,5,98,0,0,397
ERA,M15,99,47,46.81,52,40.38,43.43,47.47,4.04,357.9415,74.5665,432.508,2.9433,1.332,0.3753,6,9,4,95,0,0,329
IDOL,M15,145,74,47.3,71,43.66,45.52,49.66,4.14,354.6756,107.1625,461.838,2.0932,1.3778,0.6219,5,5,5,140,0,0,303
龙虾,M15,48,26,69.23,22,54.55,62.5,62.5,0.0,353.3851,35.8016,389.1868,4.7502,1.6868,0.1471,6,2,4,44,0,0,45
DOT,M15,246,108,37.96,138,52.17,45.93,52.44,6.5,353.2356,182.2802,535.5158,1.9472,1.4729,0.3756,8,8,12,234,0,0,905
BTR,M15,153,82,43.9,71,47.89,45.75,48.37,2.61,351.1729,109.2214,460.3943,1.5543,0.6568,2.6067,5,10,11,141,1,0,205
ATOM,M15,210,103,32.04,107,46.73,39.52,44.29,4.76,350.1805,160.1568,510.3373,1.8328,1.1448,0.416,6,9,14,196,0,0,921
LSK,M15,257,125,40.0,132,46.21,43.19,50.58,7.39,349.7764,193.5484,543.3248,1.7165,1.3291,0.5669,5,7,13,244,0,0,831
IN,M15,138,74,51.35,64,34.38,43.48,49.28,5.8,346.4948,102.2622,448.757,1.9094,1.2097,0.7695,5,13,5,133,0,0,241
TWT,M15,235,110,44.55,125,47.2,45.96,53.19,7.23,346.1512,173.8726,520.0238,2.0055,1.6648,0.5117,6,6,7,228,0,0,1041
KITE,M15,132,80,43.75,52,46.15,44.7,51.52,6.82,344.5607,99.9698,444.5305,2.0508,1.3036,0.4279,3,7,10,122,0,0,162
SOPH,M15,117,61,47.54,56,48.21,47.86,52.99,5.13,337.5509,87.8184,425.3693,2.6259,1.613,0.284,4,5,13,104,0,0,353
VELODROME,M15,225,118,50.85,107,43.93,47.56,53.33,5.78,334.5026,167.0273,501.5299,1.7721,1.5842,0.3601,5,7,21,204,0,0,490
AIXBT,M15,323,181,45.86,142,42.25,44.27,46.75,2.48,326.2263,243.5716,569.7978,1.359,1.0455,1.0121,9,15,14,308,1,0,356
LINK,M15,269,129,44.19,140,48.57,46.47,51.3,4.83,322.3257,200.5136,522.8393,1.7682,1.7608,0.4003,8,7,11,258,0,0,859
XPIN,M15,133,69,49.28,64,53.12,51.13,53.38,2.26,321.169,99.4129,420.5819,1.8424,1.3028,0.6115,4,6,4,129,0,0,220
PUMP,M15,204,107,52.34,97,40.21,46.57,48.53,1.96,320.4118,152.2335,472.6453,1.6133,1.3062,0.7309,5,8,15,189,0,0,237
USELESS,M15,209,114,46.49,95,37.89,42.58,45.93,3.35,319.8734,158.8657,478.7391,1.446,1.0304,0.6085,7,5,11,198,0,0,140
WLD,M15,428,214,42.99,214,39.25,41.12,47.66,6.54,319.5453,316.5088,636.0541,1.3482,1.158,0.6586,6,12,16,412,0,0,723
SUN,M15,97,45,64.44,52,48.08,55.67,59.79,4.12,318.6896,73.0932,391.7827,3.422,1.5953,0.1708,6,7,4,93,0,0,686
AVAX,M15,292,141,41.13,151,47.02,44.18,51.03,6.85,318.5161,216.2791,534.7951,1.6641,1.6138,0.4485,7,10,17,275,0,0,830
FLUID,M15,91,48,64.58,43,53.49,59.34,62.64,3.3,316.985,68.7955,385.7805,3.6929,1.3883,0.1753,6,3,6,85,0,0,223
RAVE,M15,94,52,44.23,42,42.86,43.62,45.74,2.13,316.5715,69.1524,385.7239,1.9563,0.9943,0.8288,5,7,1,93,0,0,102
BIGTIME,M15,384,195,40.0,189,42.86,41.41,45.83,4.43,315.077,280.1598,595.2369,1.3649,1.0766,0.5651,5,7,18,365,1,0,742
STABLE,M15,130,69,52.17,61,36.07,44.62,46.15,1.54,312.8368,96.6639,409.5008,1.6555,1.0914,1.0279,4,8,11,119,0,0,158
RED,M15,199,103,43.69,96,41.67,42.71,47.74,5.03,302.6454,147.2406,449.886,1.739,1.2253,0.3846,5,7,11,188,0,0,363
CHILLGUY,M15,351,184,41.85,167,39.52,40.74,43.87,3.13,301.3653,271.3855,572.7508,1.2656,0.7782,1.8033,7,9,13,337,1,0,305
MET,M15,102,55,52.73,47,42.55,48.04,52.94,4.9,301.0393,78.0743,379.1135,2.3696,1.5821,0.5668,5,5,6,96,0,0,186
PHA,M15,236,129,43.41,107,42.06,42.8,47.46,4.66,300.4731,175.9301,476.4033,1.5723,1.1184,0.4835,4,8,8,228,0,0,427
HANA,M15,150,84,51.19,66,36.36,44.67,49.33,4.67,297.7332,110.2893,408.0225,1.5146,0.7816,1.0236,6,8,5,144,1,0,182
PROVE,M15,106,60,41.67,46,50.0,45.28,51.89,6.6,297.4241,78.8488,376.2729,2.7101,1.0113,0.2968,7,8,6,100,0,0,268
BERA,M15,205,112,47.32,93,40.86,44.39,47.32,2.93,297.4102,152.8881,450.2983,1.6912,1.3904,0.4938,6,10,14,191,0,0,395
2Z,M15,105,59,52.54,46,39.13,46.67,49.52,2.86,297.1308,78.7933,375.9242,2.4543,1.6149,0.1951,4,4,8,97,0,0,197
ON,M15,122,65,44.62,57,40.35,42.62,46.72,4.1,295.9099,91.6387,387.5486,1.7566,1.0528,0.6094,4,6,8,114,0,0,192
F,M15,127,67,53.73,60,40.0,47.24,50.39,3.15,294.8654,93.4902,388.3557,1.9282,1.1171,0.4347,7,5,6,121,0,0,328
HAEDAL,M15,185,99,47.47,86,34.88,41.62,47.03,5.41,294.6522,137.5447,432.197,1.7328,1.2995,0.4549,4,12,10,175,0,0,333
KAIA,M15,150,72,54.17,78,42.31,48.0,55.33,7.33,292.7844,110.2332,403.0176,2.2055,1.8021,0.3168,7,6,15,135,0,0,552
COMP,M15,252,123,39.02,129,41.09,40.08,48.02,7.94,289.4257,189.3351,478.7608,1.6252,1.4531,0.5757,4,7,18,234,0,0,947
4,M15,195,95,41.05,100,37.0,38.97,45.64,6.67,284.9781,145.0724,430.0505,1.3781,0.7645,1.1221,8,10,9,186,0,0,125
IRYS,M15,120,70,55.71,50,32.0,45.83,50.0,4.17,284.5909,89.6892,374.28,1.9016,1.3515,0.4107,5,6,3,117,0,0,126
SOMI,M15,132,73,47.95,59,45.76,46.97,50.0,3.03,283.9164,99.6898,383.6062,1.7886,1.16,0.5257,5,6,6,126,0,0,218
ETC,M15,198,99,40.4,99,50.51,45.45,54.04,8.59,283.9023,148.7209,432.6232,2.0636,1.7854,0.2195,6,6,11,187,0,0,908
INIT,M15,201,98,47.96,103,46.6,47.26,52.74,5.47,282.001,147.6932,429.6941,1.6203,1.2525,0.5386,6,7,11,190,0,0,317
CVC,M15,93,47,59.57,46,43.48,51.61,53.76,2.15,280.032,68.9773,349.0093,3.3004,1.3325,0.1423,6,5,5,88,0,0,393
BMT,M15,167,84,47.62,83,46.99,47.31,52.69,5.39,277.5871,123.8004,401.3875,1.88,1.6403,0.5658,6,7,9,158,0,0,445
BANK,M15,212,116,46.55,96,40.62,43.87,47.17,3.3,272.0932,156.7569,428.8501,1.3358,0.4911,3.1216,4,8,10,201,1,0,334
POWER,M15,102,61,57.38,41,46.34,52.94,56.86,3.92,272.0706,75.517,347.5876,1.5017,0.5022,2.4496,5,5,4,97,1,0,116
ALPINE,M15,113,53,50.94,60,25.0,37.17,44.25,7.08,271.6674,84.1084,355.7758,1.8032,0.7907,0.879,5,9,2,111,0,0,427
HBAR,M15,260,124,41.94,136,47.06,44.62,50.38,5.77,271.6186,193.329,464.9477,1.459,0.8241,0.8016,4,5,8,251,1,0,878
LINEA,M15,112,55,49.09,57,52.63,50.89,55.36,4.46,269.1627,84.1352,353.298,2.1647,1.058,0.3397,6,7,6,106,0,0,218
BAT,M15,304,159,44.03,145,47.59,45.72,51.64,5.92,267.8797,230.9999,498.8796,1.471,1.2769,0.9473,6,11,18,286,0,0,807
SPORTFUN,M15,92,46,50.0,46,43.48,46.74,55.43,8.7,267.5548,68.8217,336.3765,2.1677,1.2942,0.2705,5,5,7,85,0,0,72
CHZ,M15,290,148,47.97,142,42.96,45.52,53.45,7.93,266.2516,218.3436,484.5952,1.5675,1.4008,0.6049,6,7,10,280,0,0,833
WET,M15,75,46,52.17,29,37.93,46.67,49.33,2.67,261.8127,56.5053,318.3181,2.5942,1.2057,0.502,5,8,4,71,0,0,130
HUMA,M15,180,97,46.39,83,43.37,45.0,50.0,5.0,261.4882,134.005,395.4933,1.6597,1.2033,0.5939,9,9,14,166,0,0,310
POL,M15,186,81,45.68,105,49.52,47.85,52.69,4.84,257.6328,136.5286,394.1614,1.9112,1.6599,0.3095,6,10,13,173,0,0,629
MORPHO,M15,262,137,40.88,125,37.6,39.31,45.8,6.49,253.0286,196.0777,449.1063,1.4508,0.8906,0.5965,5,9,11,251,0,0,410
CLANKER,M15,84,48,45.83,36,41.67,44.05,45.24,1.19,249.7424,62.2713,312.0137,2.2021,0.9593,0.2706,4,4,6,78,0,0,164
YB,M15,109,59,44.07,50,48.0,45.87,49.54,3.67,248.5417,79.2857,327.8274,1.8973,1.1763,0.6583,5,8,8,101,0,0,201
KMNO,M15,228,116,41.38,112,43.75,42.54,49.56,7.02,247.7251,169.8911,417.6162,1.5762,1.3257,0.479,5,10,16,212,0,0,411
SKR,M15,54,31,38.71,23,56.52,46.3,51.85,5.56,240.3926,39.8163,280.2089,3.1557,1.2165,0.4008,4,6,4,50,0,0,119
ACU,M15,69,33,54.55,36,38.89,46.38,53.62,7.25,237.3,51.6429,288.943,2.2903,1.1678,0.4332,6,5,4,65,0,0,89
NEO,M15,269,138,40.58,131,45.04,42.75,47.58,4.83,230.0288,197.3593,427.3881,1.4895,1.1398,0.6831,6,10,10,259,0,0,868
TREE,M15,124,61,47.54,63,47.62,47.58,53.23,5.65,229.6034,90.9578,320.5613,2.0647,1.555,0.2765,7,6,5,119,0,0,286
EUL,M15,92,52,51.92,40,40.0,46.74,53.26,6.52,228.4946,68.2526,296.7472,2.2969,1.4382,0.2232,6,5,6,86,0,0,210
BREV,M15,54,33,63.64,21,42.86,55.56,61.11,5.56,228.3454,40.3724,268.7178,4.1211,1.5174,0.2512,5,5,7,47,0,0,110
DEEP,M15,183,91,42.86,92,46.74,44.81,48.09,3.28,228.0689,134.6613,362.7303,1.6524,1.2549,0.4133,5,5,9,174,0,0,304
OPEN,M15,119,62,48.39,57,43.86,46.22,47.9,1.68,227.3307,88.7336,316.0643,1.9938,1.3346,0.3115,4,9,5,114,0,0,215
FOGO,M15,71,40,52.5,31,48.39,50.7,59.15,8.45,224.5999,51.6204,276.2203,2.4958,1.1402,0.3046,4,4,7,64,0,0,100
SAHARA,M15,132,71,50.7,61,42.62,46.97,50.0,3.03,222.9688,95.5973,318.5661,1.8294,1.124,0.7259,7,11,8,124,0,0,338
GUA,M15,83,40,42.5,43,53.49,48.19,51.81,3.61,222.4612,60.2065,282.6677,2.1624,1.2962,0.4558,5,8,3,80,0,0,144
SKY,M15,64,37,62.16,27,59.26,60.94,65.62,4.69,220.3075,47.1518,267.4592,4.8421,1.5005,0.1763,16,4,5,59,0,0,270
STBL,M15,162,92,43.48,70,42.86,43.21,45.68,2.47,217.5962,115.4343,333.0305,1.3529,0.6323,1.8589,5,11,5,156,1,0,163
TAIKO,M15,77,35,65.71,42,35.71,49.35,51.95,2.6,216.1693,56.3518,272.5211,3.0336,1.3048,0.1312,5,5,2,75,0,0,334
ACX,M15,210,105,43.81,105,36.19,40.0,48.1,8.1,216.1229,154.6335,370.7564,1.5174,1.0839,0.4046,6,8,16,194,0,0,544
PENGU,M15,319,181,45.3,138,43.48,44.51,48.28,3.76,213.6725,230.9467,444.6192,1.2864,0.8939,0.7633,4,9,18,301,0,0,383
XPL,M15,163,88,40.91,75,52.0,46.01,49.08,3.07,212.9948,122.1672,335.1619,1.5473,1.0046,0.5757,4,7,5,158,0,0,184
AKT,M15,245,123,40.65,122,42.62,41.63,45.31,3.67,210.8452,180.8037,391.6489,1.4052,1.0412,0.3611,4,8,16,229,0,0,444
YFI,M15,178,79,39.24,99,50.51,45.51,56.74,11.24,206.8753,131.798,338.6733,1.7837,1.3188,0.3243,5,6,9,169,0,0,1029
PIEVERSE,M15,128,84,51.19,44,47.73,50.0,50.78,0.78,202.379,94.8644,297.2434,1.4803,0.8324,1.3528,7,7,4,124,0,0,129
A,M15,88,40,47.5,48,45.83,46.59,53.41,6.82,196.612,65.2293,261.8413,2.7881,1.4792,0.122,5,5,3,85,0,0,393
WLFI,M15,109,59,42.37,50,46.0,44.04,49.54,5.5,194.0363,79.1351,273.1714,1.8719,1.0426,0.4694,4,10,6,103,0,0,253
EDGE,M15,39,24,50.0,15,40.0,46.15,53.85,7.69,192.8435,29.1018,221.9453,4.0253,1.061,0.2747,4,5,1,38,0,0,45
KGEN,M15,125,70,45.71,55,40.0,43.2,45.6,2.4,192.0325,92.2662,284.2986,1.4635,0.6946,0.5534,3,6,7,117,1,0,231
XTZ,M15,217,106,41.51,111,44.14,42.86,50.23,7.37,188.8827,160.4283,349.3111,1.4751,1.0793,0.3683,3,9,11,206,0,0,957
MIRA,M15,85,44,50.0,41,56.1,52.94,55.29,2.35,181.0026,62.0493,243.052,2.0637,1.2909,0.2342,6,5,5,80,0,0,202
BSB,M15,74,36,50.0,38,44.74,47.3,48.65,1.35,180.9491,54.706,235.6551,1.4273,0.6161,0.9117,4,3,4,70,0,0,22
CTK,M15,140,73,54.79,67,40.3,47.86,54.29,6.43,180.9067,103.4539,284.3606,1.858,1.4238,0.4382,6,9,3,137,0,0,408
MAVIA,M15,179,93,43.01,86,40.7,41.9,45.25,3.35,179.1182,129.2937,308.4119,1.3897,0.79,0.9523,6,7,6,173,0,0,391
INX,M15,53,31,67.74,22,50.0,60.38,66.04,5.66,178.6784,38.7898,217.4682,3.1499,1.3352,0.2277,6,3,4,49,0,0,89
HOME,M15,134,82,50.0,52,42.31,47.01,53.73,6.72,175.579,97.8859,273.4649,1.826,1.3392,0.2061,5,5,7,127,0,0,366
CVX,M15,132,66,54.55,66,51.52,53.03,55.3,2.27,174.1607,96.7322,270.8929,1.8096,1.291,0.3577,7,5,9,123,0,0,272
TOSHI,M15,103,56,51.79,47,51.06,51.46,56.31,4.85,173.4935,76.1316,249.6251,2.07,1.2496,0.2877,6,4,5,98,0,0,225
FRAX,M15,41,22,54.55,19,36.84,46.34,60.98,14.63,173.4887,30.4992,203.9878,3.5073,1.1339,0.1133,7,4,2,39,0,0,125
HYPE,M15,150,78,43.59,72,52.78,48.0,50.0,2.0,166.4731,110.0527,276.5259,1.6499,1.1843,0.3685,10,7,10,140,0,0,352
BIRB,M15,51,28,60.71,23,39.13,50.98,52.94,1.96,165.787,37.5897,203.3767,2.7646,0.8874,0.3918,10,5,3,48,0,0,105
BTC,M15,67,24,62.5,43,62.79,62.69,68.66,5.97,164.4362,49.1615,213.5977,4.6215,2.2667,0.0902,8,6,5,62,0,0,1026
